Brand,Series,Variant,RAM(GB),Storage(GB),Platform,Condition,Battery(mAh),Camera(MP),Release Year,Reviews,Ratings,Price(₹)
Samsung,Z22,Pro,12,128,Croma,Refurbished,4000,108,2022,3174,5,136750
Apple,i17,Ultra,8,256,Amazon,Good,4500,64,2022,275,3.9,227000
OnePlus,OnePlus 9,Pro,6,256,Offline Store,Refurbished,5200,12,2021,9148,4,51700
OnePlus,OnePlus 10,FE,6,256,Tata Cliq,Like New,4000,200,2023,8012,4.6,51392
Google,Pixel 10,Pro,12,64,Offline Store,Like New,4000,64,2022,5855,4.8,101650
Vivo,V30,X,12,512,Official Store,Used,4500,108,2024,1139,4.2,44400
Samsung,A35,Lite,8,512,Flipkart,Refurbished,5500,200,2023,5386,4.4,20200
Xiaomi,Mi 13,Neo,8,128,Official Store,Refurbished,4000,64,2025,5237,4.9,58000
Samsung,Y30,Plus,4,512,Reliance Digital,Refurbished,4000,108,2025,4096,4.5,21193
Apple,i16,Lite,4,256,Amazon,Like New,4000,200,2023,1047,3.5,68222
Oppo,Reno 10,Neo,4,256,Flipkart,Like New,5000,12,2021,1080,4.6,36726
Oppo,Reno 9,Pro Max,4,512,Offline Store,Refurbished,4500,64,2025,6827,4.5,44600
Samsung,M34,Lite,6,512,Reliance Digital,Used,4500,108,2021,4142,4.9,13900
Apple,i17,Ultra,6,512,Tata Cliq,Used,5500,108,2022,7393,4.2,227000
Google,Pixel 9,Pro Max,4,64,Tata Cliq,Used,5200,64,2022,7761,4,101950
Google,Pixel 6,Lite,12,64,Croma,Used,5000,48,2022,4881,4.7,42250
Samsung,Z23,Pro Max,6,128,Tata Cliq,Refurbished,5200,200,2022,1102,3.7,168600
OnePlus,T8,FE,4,128,Tata Cliq,Like New,4000,108,2024,2121,4.9,39767
Motorola,G31,Pro,4,256,Tata Cliq,Refurbished,4500,64,2021,6985,3.7,14550
Vivo,V27,Neo,4,256,Amazon,Like New,6000,200,2025,4451,3.8,28809
OnePlus,T8,Plus,12,256,Reliance Digital,Used,5500,200,2024,6726,4.2,43000
Samsung,A75,X,6,128,Tata Cliq,Used,5000,200,2023,7058,4.5,53500
Samsung,F22,Pro,6,512,Tata Cliq,Refurbished,5500,200,2024,7268,4.5,143500
OnePlus,T10,Neo,4,256,Tata Cliq,Used,5500,200,2024,6294,4.8,47500
Apple,i14,Lite,8,256,Official Store,Refurbished,4500,108,2022,5956,4.5,58000
Apple,i15,Plus,8,64,Croma,Refurbished,6000,64,2021,7971,4.1,55000
Motorola,G71,Base,12,512,Offline Store,Used,5000,108,2024,5735,4.6,13000
Google,Pixel 10,T,12,512,Amazon,Good,5200,64,2024,199,4.6,93750
Google,Pixel 9,X,6,64,Flipkart,Good,4500,108,2025,4057,3.8,84700
Xiaomi,Mi 13,Neo,12,64,Croma,Good,5500,108,2022,9128,4.7,58064
Samsung,A55,Base,6,512,Offline Store,Like New,5200,108,2023,2271,4,32797
Motorola,G31,Ultra,6,512,Tata Cliq,Used,5000,12,2025,9440,3.8,17451
Oppo,Reno 11,Base,8,512,Official Store,Refurbished,5200,108,2024,418,3.6,33000
Samsung,S23,Ultra,8,256,Tata Cliq,Good,5000,48,2022,3004,4.6,67000
Vivo,V50,Neo,12,512,Offline Store,Used,5000,64,2021,379,4,42250
Samsung,A35,Base,8,256,Amazon,Used,4500,64,2021,9008,4.6,19000
Samsung,A35,Lite,8,128,Flipkart,Like New,5200,108,2021,2124,4.2,22096
Oppo,Reno 11,Base,6,128,Official Store,Used,4000,200,2023,5667,3.5,33000
Samsung,S22,FE,4,128,Tata Cliq,Like New,4000,200,2021,1944,3.6,44743
Samsung,Z24,Lite,12,512,Offline Store,Used,4000,48,2023,5321,4.3,121000
Apple,i11,Pro,6,64,Official Store,Good,6000,108,2024,2949,4.1,37032
OnePlus,X,Lite,8,64,Flipkart,Used,5200,12,2023,5346,4.3,26500
OnePlus,T10,Pro,8,64,Tata Cliq,Refurbished,4500,64,2023,448,3.8,62500
Google,Pixel 9,Lite,8,128,Tata Cliq,Good,5500,64,2021,629,4.1,67450
Apple,i15,T,6,512,Tata Cliq,Used,6000,12,2025,7686,4.2,57500
Motorola,Edge 40,T,6,128,Amazon,Refurbished,6000,108,2025,1619,3.9,33365
Samsung,S21,Ultra,4,512,Offline Store,Refurbished,6000,12,2021,9514,4.6,51000
Samsung,Y15,Pro Max,8,128,Reliance Digital,Good,4000,12,2021,9693,4.7,16959
Oppo,Reno 11,FE,6,256,Tata Cliq,Like New,5000,64,2022,1577,3.8,37629
Vivo,V29,Pro Max,12,512,Croma,Like New,5200,48,2024,5483,4.6,53730
Realme,GT Neo 3,Plus,12,256,Amazon,Refurbished,5200,12,2023,4793,3.9,25000
Vivo,V27,Ultra,4,512,Amazon,Good,5200,108,2021,4096,4.9,44028
Samsung,S23,Plus,12,512,Croma,Like New,4500,108,2024,4444,4.9,49317
Apple,i11,X,4,256,Croma,Like New,4000,48,2023,6436,3.8,37865
Vivo,V25,X,12,512,Flipkart,Used,4500,48,2022,4813,5,27500
Motorola,G31,FE,12,128,Reliance Digital,Good,5200,64,2024,6322,3.5,11185
Vivo,V30,Neo,8,64,Reliance Digital,Used,5000,108,2022,723,4.4,34900
Samsung,A55,Base,8,512,Offline Store,Refurbished,4500,108,2024,6059,3.9,28272
OnePlus,T10,Pro,6,64,Tata Cliq,Like New,5500,12,2024,2107,3.5,63646
OnePlus,X2,Pro,8,256,Reliance Digital,Like New,5500,64,2021,624,4.3,44414
OnePlus,X,Ultra,4,512,Official Store,Refurbished,6000,12,2024,9872,3.7,43000
Samsung,S25,X,8,512,Flipkart,Like New,5200,64,2025,6590,4.6,105500
Samsung,Y30,Plus,8,64,Flipkart,Like New,5500,64,2025,9827,4.4,21638
Samsung,S25,Lite,12,512,Tata Cliq,Used,4500,200,2024,1713,4.9,84250
Oppo,Reno 9,T,12,64,Croma,Used,5500,64,2025,5607,4.3,35000
Samsung,Y15,Plus,8,256,Tata Cliq,Good,5200,200,2021,261,4.6,13970
Samsung,Z23,Base,6,64,Amazon,Refurbished,4500,200,2025,171,4.1,107000
Vivo,V29,Neo,12,64,Tata Cliq,Used,5000,12,2024,9531,3.6,31750
Apple,i17,T,6,128,Official Store,Like New,5200,64,2021,280,4.3,176250
Samsung,Y15,T,12,256,Tata Cliq,Good,5500,108,2025,4461,4.6,15593
Apple,i13,Plus,8,256,Amazon,Like New,5500,48,2022,7086,3.6,55020
Samsung,F22,Base,6,64,Croma,Like New,5500,200,2024,8200,5,105000
Oppo,Reno 8,Neo,8,64,Tata Cliq,Good,5500,12,2023,3165,3.6,27829
Oppo,Find X5,Ultra,12,128,Croma,Good,4000,48,2023,5681,4.2,107000
Apple,i17,Base,8,64,Reliance Digital,Like New,6000,12,2025,3793,4.4,140000
Samsung,F23,Neo,6,64,Reliance Digital,Good,4500,48,2024,7019,4.5,115750
Nothing,Phone 1,Neo,12,512,Flipkart,Refurbished,4500,200,2022,3528,4.1,25943
Samsung,Z22,Base,12,512,Offline Store,Used,4500,48,2025,6377,3.7,100000
Google,Pixel 6,Plus,8,512,Official Store,Like New,4000,108,2022,2991,4.4,52896
OnePlus,X,X,6,128,Reliance Digital,Good,5200,64,2023,4658,3.8,36470
Google,Pixel 8,X,6,128,Flipkart,Good,5200,108,2024,9132,3.9,71700
Samsung,M14,T,8,128,Official Store,Refurbished,5500,64,2024,6139,4.2,17225
Samsung,Z22,X,8,128,Reliance Digital,Like New,5200,48,2023,1280,4.9,131500
Vivo,V60,FE,12,256,Tata Cliq,Used,4000,12,2023,285,3.8,46700
Apple,i12,Base,6,512,Official Store,Refurbished,4000,108,2021,5265,4.4,35000
Apple,i12,T,6,512,Offline Store,Good,4500,48,2024,9004,5,47119
Apple,i15,Lite,6,512,Official Store,Used,5500,12,2021,2021,3.6,47500
Samsung,S25,FE,6,128,Tata Cliq,Like New,6000,108,2025,8819,3.9,88500
Samsung,M34,T,8,256,Croma,Used,6000,12,2022,5457,3.7,17500
OnePlus,T10,Base,12,128,Official Store,Like New,4500,12,2021,9449,4.6,48962
Nothing,Phone 2,Pro,6,256,Flipkart,Used,4000,200,2025,5707,3.6,42250
OnePlus,T10,Plus,12,128,Official Store,Like New,4000,108,2021,8674,3.5,58902
Vivo,V40,Base,6,256,Flipkart,Refurbished,5200,64,2022,7459,3.9,37000
Xiaomi,Mi 13,Neo,6,64,Reliance Digital,Good,4000,108,2023,6448,4.1,58000
Vivo,V29,Pro Max,6,128,Croma,Good,5200,200,2021,4547,4.1,49488
Poco,X4,Ultra,12,64,Offline Store,Used,5200,64,2024,7418,4.8,19451
Apple,i16,T,4,128,Croma,Refurbished,5000,108,2023,3824,4.9,81250
Vivo,V29,FE,4,256,Offline Store,Like New,4000,200,2022,105,3.6,37468
Vivo,V60,Lite,4,128,Reliance Digital,Good,5200,64,2021,6235,4.5,44350
Samsung,M54,FE,4,512,Official Store,Used,5500,12,2024,4030,4.5,28000
Vivo,V27,Pro,6,256,Offline Store,Refurbished,4500,64,2021,3965,4.3,35500
Samsung,S23,FE,8,64,Reliance Digital,Good,5200,200,2021,6611,4.3,45741
Motorola,G31,Neo,12,512,Offline Store,Used,4000,200,2021,8080,3.9,7600
Samsung,S21,Neo,4,256,Official Store,Used,5200,64,2024,7087,4.5,31750
Google,Pixel 10,Neo,6,256,Tata Cliq,Used,5000,200,2024,84,3.7,77950
Samsung,S24,Neo,6,512,Amazon,Good,5000,64,2024,6886,3.7,49107
Apple,i11,Base,6,512,Reliance Digital,Refurbished,5000,200,2024,976,3.7,25204
Samsung,S22,FE,8,128,Amazon,Like New,4000,200,2022,5600,4.7,39196
Vivo,V50,Ultra,4,512,Offline Store,Refurbished,5500,108,2021,3284,4.6,67000
Apple,i14,Plus,6,128,Tata Cliq,Like New,5200,48,2024,483,4.8,67977
Samsung,Z24,Lite,6,256,Croma,Like New,5000,12,2024,2616,4.6,121000
Apple,i12,T,8,256,Offline Store,Like New,4000,200,2024,9275,4.8,47720
Samsung,Y15,X,6,64,Offline Store,Used,5000,12,2022,690,3.8,15072
Samsung,F23,T,12,512,Reliance Digital,Refurbished,6000,48,2022,7883,4.3,138750
Google,Pixel 8,Ultra,4,256,Croma,Refurbished,6000,12,2022,3415,4.9,89400
Vivo,V27,X,8,256,Tata Cliq,Like New,5200,12,2025,4417,4.4,34555
Vivo,V40,Lite,12,256,Croma,Like New,4500,200,2024,9922,4,41452
Motorola,Edge 40,Base,12,512,Tata Cliq,Used,5200,12,2024,259,3.9,26801
Realme,GT 2,Lite,4,256,Reliance Digital,Like New,4500,108,2023,6358,3.9,19554
Samsung,A75,Lite,6,64,Flipkart,Like New,5000,12,2025,5851,4,44646
OnePlus,X,Ultra,12,128,Official Store,Refurbished,4500,64,2024,8086,4.7,43000
Samsung,F24,FE,8,64,Flipkart,Good,5500,64,2024,149,5,132500
Samsung,F24,FE,4,256,Croma,Good,4500,64,2022,6606,5,132500
Google,Pixel 10,Base,12,512,Reliance Digital,Like New,5500,48,2023,2607,3.7,77598
Vivo,V50,FE,12,128,Amazon,Like New,6000,12,2025,5101,3.5,48049
Motorola,Edge 40,X,12,64,Flipkart,Like New,4500,64,2024,9259,5,39802
Google,Pixel 10,Base,8,256,Flipkart,Refurbished,6000,48,2021,2264,3.8,74000
Samsung,S22,Neo,6,128,Official Store,Good,6000,12,2021,9897,3.8,37000
Motorola,Edge 40,Base,4,128,Tata Cliq,Like New,6000,64,2025,7286,4.9,31130
Apple,i11,Pro Max,12,512,Croma,Like New,4500,48,2021,965,4.6,41611
Oppo,Reno 8,Neo,6,512,Reliance Digital,Used,4000,48,2023,2580,3.8,26500
Samsung,M54,Neo,6,256,Reliance Digital,Used,4000,12,2021,3384,4.2,26500
Google,Pixel 8,X,6,512,Tata Cliq,Like New,5200,200,2021,4308,3.6,74256
Motorola,G71,FE,12,64,Official Store,Like New,4000,48,2024,9504,4.2,18812
Samsung,S21,Plus,4,256,Amazon,Refurbished,6000,48,2022,6909,4.7,37246
Vivo,V27,Ultra,4,512,Croma,Used,5500,200,2024,4904,3.7,43000
OnePlus,OnePlus 8,Plus,4,512,Reliance Digital,Like New,5000,12,2022,5778,4.2,45234
Motorola,G71,T,4,512,Croma,Refurbished,5000,200,2022,5446,4.6,18053
Vivo,V25,Neo,8,64,Tata Cliq,Like New,5500,12,2021,9114,4.5,24272
Realme,GT 2,Pro Max,12,128,Offline Store,Refurbished,5200,200,2023,478,3.8,26000
Samsung,Z22,Lite,8,256,Tata Cliq,Refurbished,6000,48,2025,6676,4.1,105250
Samsung,M54,T,4,128,Official Store,Like New,5000,200,2021,4097,4.9,32977
Nothing,Phone 2,Base,8,128,Official Store,Good,5200,108,2025,3555,3.7,34468
Nothing,Phone 2,Ultra,12,512,Offline Store,Like New,5500,64,2024,5184,4.5,54403
Xiaomi,Redmi Note 12,Neo,6,512,Official Store,Refurbished,5000,108,2021,6796,4.3,13592
Nothing,Phone 1,Plus,6,256,Flipkart,Refurbished,4000,200,2021,3392,4.9,28600
Realme,GT 2,Plus,4,128,Flipkart,Good,5500,48,2024,2022,4.7,23011
Poco,X4,Pro Max,12,512,Amazon,Used,5200,64,2024,4202,4.6,18250
Apple,i15,Ultra,8,512,Official Store,Refurbished,4000,200,2025,1463,4.7,75000
OnePlus,OnePlus 10,Lite,6,64,Reliance Digital,Like New,4500,64,2025,9517,3.7,45630
Xiaomi,Redmi Note 13,Pro Max,8,512,Amazon,Refurbished,5000,108,2022,551,4.5,22900
OnePlus,X2,FE,12,256,Tata Cliq,Like New,4500,108,2021,3930,4.9,34267
OnePlus,OnePlus 11,Neo,6,256,Tata Cliq,Like New,5000,48,2022,2456,4.6,50678
Vivo,V60,Neo,8,64,Amazon,Used,4500,12,2023,9597,3.5,44350
Samsung,A25,Plus,8,64,Tata Cliq,Refurbished,4000,12,2021,5536,4.7,20138
Oppo,Reno 9,Neo,4,64,Reliance Digital,Refurbished,5500,64,2024,5708,4.2,30233
Google,Pixel 10,Pro Max,6,256,Official Store,Like New,4000,48,2022,9421,4.9,117450
Samsung,S22,Lite,8,64,Official Store,Good,4000,108,2023,6295,4,39737
Samsung,A75,X,4,256,Tata Cliq,Good,5500,48,2024,896,3.7,53515
Samsung,M54,X,6,256,Tata Cliq,Good,5500,200,2023,4991,4.3,34000
Google,Pixel 6,Pro Max,8,64,Croma,Good,5200,48,2024,2337,4.3,64812
Oppo,Reno 9,Plus,12,64,Tata Cliq,Like New,5000,64,2023,9760,3.7,33539
Google,Pixel 8,Neo,12,64,Tata Cliq,Refurbished,5500,48,2023,5514,4.5,56950
Apple,i15,Plus,8,64,Flipkart,Like New,5200,200,2021,6402,4.6,55000
Samsung,S21,Neo,8,512,Offline Store,Good,5000,64,2021,153,4.1,33210
Samsung,Y15,T,6,64,Croma,Refurbished,5500,108,2025,8243,3.8,13840
Samsung,A35,FE,8,64,Reliance Digital,Used,5500,48,2022,6261,3.7,21400
Oppo,Reno 8,Pro,8,512,Tata Cliq,Refurbished,5000,64,2021,3953,4.5,36767
Apple,i12,Base,12,512,Tata Cliq,Like New,6000,12,2024,4767,3.7,39046
Realme,GT 2,Plus,8,512,Flipkart,Like New,6000,12,2024,6620,3.8,22100
Samsung,M54,Base,8,512,Official Store,Like New,5000,64,2023,1242,3.8,25862
Apple,i15,T,6,128,Flipkart,Good,5000,200,2022,9592,3.9,57500
OnePlus,OnePlus 9,Ultra,8,256,Amazon,Used,5500,200,2021,5205,4.4,62200
Motorola,G71,Lite,12,512,Reliance Digital,Used,4500,64,2025,6015,3.7,13900
Samsung,A25,Pro,8,256,Reliance Digital,Like New,4000,108,2024,8216,5,26446
Vivo,V60,Pro Max,12,128,Offline Store,Used,5200,64,2022,668,4.1,67850
Oppo,Reno 8,Pro,4,64,Official Store,Used,4000,12,2024,4946,4.8,35500
Nothing,Phone 2,Lite,8,256,Reliance Digital,Used,4000,12,2025,8706,4.8,32080
Oppo,Reno 10,Lite,6,128,Tata Cliq,Good,6000,200,2024,8728,4.6,31990
Google,Pixel 10,X,6,256,Tata Cliq,Refurbished,4000,64,2024,9459,3.9,97700
Samsung,S25,Base,4,64,Reliance Digital,Refurbished,5500,64,2023,1266,4.8,80000
Samsung,F22,Plus,6,128,Flipkart,Good,4000,200,2024,2735,4,127000
Samsung,F23,FE,4,64,Amazon,Like New,5500,12,2023,1565,4.7,121500
Samsung,Y15,Ultra,12,256,Reliance Digital,Refurbished,5200,48,2022,952,4.6,16019
Samsung,Y15,Pro Max,4,512,Flipkart,Used,4500,200,2022,72,3.6,17662
Motorola,Edge 40,FE,6,64,Flipkart,Good,5500,64,2022,5013,3.8,31727
Google,Pixel 9,Ultra,4,64,Official Store,Good,4500,12,2024,499,4.9,105400
Xiaomi,Mi 13,Plus,8,64,Flipkart,Good,6000,108,2021,1057,4.3,67253
Apple,i17,Lite,12,256,Flipkart,Refurbished,6000,48,2022,3832,4.2,147250
Samsung,S25,Pro Max,4,128,Offline Store,Refurbished,5500,108,2021,2829,4.5,126750
Samsung,A55,Pro,12,64,Offline Store,Like New,6000,12,2022,3782,4.7,39120
Xiaomi,Redmi Note 13,X,12,256,Offline Store,Used,4500,48,2021,8636,5,19480
Samsung,S21,Neo,4,256,Official Store,Like New,5200,64,2021,6603,3.7,37150
Samsung,S23,T,4,64,Reliance Digital,Good,6000,64,2025,9316,4.9,51250
Xiaomi,Redmi Note 13,Neo,12,256,Official Store,Used,5000,108,2023,5277,3.6,16096
Apple,i14,T,6,128,Amazon,Used,5000,64,2021,8191,4.4,70000
Samsung,S25,Base,6,128,Croma,Refurbished,4000,200,2022,9600,4.1,80000
Apple,i11,X,6,512,Reliance Digital,Like New,5500,64,2023,7004,3.6,37528
Motorola,G71,Pro Max,6,128,Offline Store,Good,4000,12,2022,4121,4.6,24687
Realme,GT Neo 3,X,12,512,Tata Cliq,Refurbished,6000,108,2023,1548,5,30528
OnePlus,X2,X,12,128,Tata Cliq,Used,5200,48,2022,5489,4.3,40500
Vivo,V60,Plus,8,512,Amazon,Refurbished,4000,108,2021,1083,4.1,51400
Samsung,Y30,Plus,12,256,Offline Store,Used,4000,200,2021,1556,4.1,16600
Samsung,Z24,T,4,256,Official Store,Refurbished,5500,48,2022,8695,3.6,145000
Realme,GT Neo 3,Lite,8,128,Croma,Refurbished,5500,200,2024,7866,4.2,21250
Samsung,S24,Neo,4,512,Tata Cliq,Good,5000,64,2023,8634,4.2,47500
OnePlus,OnePlus 10,Lite,12,64,Amazon,Good,4500,48,2023,5945,4.1,46592
OnePlus,X,Pro,8,256,Croma,Like New,5000,12,2025,9819,3.5,39086
Xiaomi,Redmi Note 13,X,12,256,Flipkart,Refurbished,4000,64,2025,2191,4.6,19894
Google,Pixel 6,Pro Max,12,512,Reliance Digital,Like New,4000,200,2024,2367,3.7,65308
OnePlus,X2,Pro Max,8,256,Tata Cliq,Good,5500,12,2022,295,4.3,49250
OnePlus,T9,Neo,6,256,Tata Cliq,Like New,4500,64,2021,2550,4.7,44386
OnePlus,T10,X,12,64,Reliance Digital,Refurbished,5200,48,2025,3269,3.6,60000
OnePlus,T9,X,6,256,Flipkart,Like New,6000,64,2023,7480,4,56156
OnePlus,X,Plus,4,128,Tata Cliq,Like New,5500,48,2024,96,4.2,33955
Vivo,V40,Pro,6,256,Official Store,Refurbished,4500,200,2021,9040,3.6,51700
OnePlus,T8,Neo,6,64,Offline Store,Used,6000,200,2023,7022,3.9,37000
Oppo,Reno 8,Plus,8,512,Flipkart,Good,6000,48,2023,3147,3.9,31000
Apple,i14,T,12,256,Reliance Digital,Used,5000,12,2021,3735,4.6,70000
Samsung,Y15,Plus,12,512,Croma,Good,4500,200,2022,8933,4.6,13105
Samsung,F24,Ultra,4,128,Offline Store,Used,4000,108,2025,7016,3.8,195000
Samsung,S24,Pro,4,64,Reliance Digital,Refurbished,4000,64,2023,902,4.2,62500
Samsung,S21,FE,4,64,Offline Store,Used,5000,108,2025,6354,4.2,33500
Motorola,Edge 40,Plus,8,512,Croma,Like New,6000,200,2021,5365,4.5,36654
Apple,i15,Base,4,64,Offline Store,Refurbished,5500,108,2022,8305,4.6,45000
OnePlus,X2,Pro Max,8,128,Offline Store,Refurbished,4500,64,2022,1572,3.6,49250
Samsung,Y15,Plus,4,256,Croma,Like New,5500,64,2023,5064,4,12782
Samsung,A25,Pro,6,512,Reliance Digital,Refurbished,6000,200,2025,9354,4,22000
Vivo,V50,T,4,64,Tata Cliq,Used,6000,108,2021,6760,4.2,51250
Vivo,V27,Plus,12,256,Flipkart,Used,6000,108,2025,3595,3.9,31000
Samsung,Y20,Neo,8,512,Tata Cliq,Good,5500,48,2021,2263,4.6,14086
Samsung,A55,Plus,4,512,Flipkart,Refurbished,5200,108,2023,9307,3.7,33400
Apple,i15,FE,12,128,Croma,Refurbished,4000,200,2022,8796,3.6,50000
Apple,i17,Lite,8,128,Tata Cliq,Used,5000,48,2021,2891,4.4,147250
Samsung,Y30,T,6,128,Croma,Like New,5200,108,2025,3817,4.5,23299
OnePlus,OnePlus 10,Plus,6,256,Offline Store,Refurbished,6000,48,2021,744,3.9,52600
Vivo,V50,Base,12,64,Amazon,Like New,6000,12,2023,2722,4.6,40806
Samsung,F22,Ultra,4,128,Offline Store,Good,4000,48,2022,8103,3.8,171000
Apple,i11,FE,8,64,Offline Store,Good,5500,200,2024,8259,4.5,32403
Samsung,M54,Ultra,4,512,Official Store,Used,5200,108,2024,7102,4,43000
Google,Pixel 10,Pro Max,8,128,Flipkart,Refurbished,5500,48,2025,1138,3.8,117450
Samsung,F23,T,12,128,Reliance Digital,Refurbished,4000,200,2025,8691,4.2,138750
Vivo,V60,Pro,12,256,Offline Store,Like New,4000,64,2024,5711,5,58450
Samsung,M34,Plus,4,512,Official Store,Like New,4500,108,2022,7163,3.6,20228
Vivo,V40,Neo,12,128,Croma,Like New,5000,64,2025,3937,4,41799
Motorola,G31,Lite,12,256,Reliance Digital,Used,5200,108,2023,2210,3.9,7877
Xiaomi,Redmi Note 13,Base,12,128,Flipkart,Good,5000,200,2023,1835,3.9,17605
Samsung,A35,Pro Max,12,128,Amazon,Refurbished,4500,108,2021,2556,4.5,32200
Motorola,Edge 40,Pro Max,6,512,Amazon,Used,5000,48,2025,7930,4.9,41500
Samsung,F22,Pro Max,6,128,Official Store,Like New,4500,200,2021,1765,4.4,165500
Xiaomi,Redmi Note 12,Pro,6,64,Reliance Digital,Refurbished,5500,12,2023,6420,4.5,17906
Samsung,S22,Ultra,12,64,Official Store,Refurbished,6000,48,2022,7123,4.5,59000
Vivo,V29,FE,4,64,Offline Store,Like New,5500,48,2023,8476,4.3,33938
Oppo,Find X5,Pro,4,512,Offline Store,Good,4500,12,2021,5908,4.8,89500
Google,Pixel 8,Neo,8,64,Croma,Refurbished,6000,108,2024,1306,4.9,56950
Vivo,V50,Pro,12,128,Offline Store,Used,4500,108,2023,6945,4.9,55750
Vivo,V60,Neo,6,128,Offline Store,Good,4000,108,2022,4643,4.4,44350
Vivo,V29,FE,4,128,Tata Cliq,Like New,5500,64,2021,1618,3.6,35139
OnePlus,OnePlus 12,Pro,8,256,Reliance Digital,Used,5000,64,2023,6199,3.8,82750
Samsung,Y30,T,12,512,Tata Cliq,Like New,6000,200,2024,8276,4,19293
Samsung,Y20,Neo,6,256,Croma,Refurbished,4000,108,2021,4115,4.7,11954
Samsung,A25,Plus,8,256,Official Store,Like New,4000,64,2021,6906,4.2,20204
Xiaomi,Redmi Note 12,Ultra,12,64,Reliance Digital,Used,4500,48,2023,4008,3.9,19000
Samsung,A75,T,8,256,Tata Cliq,Like New,5200,108,2023,4963,3.8,55242
Apple,i11,Base,4,128,Offline Store,Used,5000,12,2022,4390,4.1,25000
Xiaomi,Redmi Note 12,Plus,8,128,Flipkart,Like New,5200,48,2021,5582,4.9,17356
Poco,X4,Neo,6,64,Flipkart,Used,4500,48,2024,171,4.5,14067
OnePlus,OnePlus 9,Plus,6,128,Amazon,Good,6000,108,2023,4652,3.9,46198
Google,Pixel 8,Base,4,256,Offline Store,Refurbished,5500,108,2021,5341,3.7,54000
Samsung,Y20,Pro,4,512,Official Store,Refurbished,5500,64,2024,1817,4.2,14185
OnePlus,OnePlus 12,T,8,256,Tata Cliq,Used,4500,108,2022,7846,3.7,76250
OnePlus,OnePlus 8,Neo,6,128,Offline Store,Good,4500,64,2022,423,4.9,36853
Apple,i16,X,6,256,Tata Cliq,Good,5200,12,2022,7904,4.2,84700
Apple,i11,Pro,12,512,Offline Store,Used,4500,48,2023,7974,4.2,35500
Nothing,Phone 2,Lite,8,512,Reliance Digital,Used,4000,64,2023,4242,3.9,32136
Google,Pixel 9,X,12,512,Offline Store,Refurbished,5200,48,2022,7412,4.7,84700
Samsung,F23,FE,4,128,Croma,Like New,6000,200,2024,3037,3.7,122688
OnePlus,OnePlus 9,Lite,4,64,Reliance Digital,Refurbished,5500,200,2022,2817,3.6,39100
Vivo,V40,Plus,12,64,Reliance Digital,Good,5500,108,2023,5807,3.6,45400
OnePlus,OnePlus 11,T,12,256,Offline Store,Refurbished,5200,108,2023,2610,4.8,57500
Samsung,A25,Neo,12,128,Flipkart,Good,5500,12,2021,7165,4.6,17815
Apple,i12,X,12,512,Tata Cliq,Used,4500,12,2024,598,4.2,47000
Samsung,A75,Pro Max,8,128,Tata Cliq,Good,5000,12,2024,492,4.4,64878
Samsung,S21,Neo,4,256,Offline Store,Refurbished,5500,200,2021,8001,4.4,33520
Apple,i13,Pro Max,8,128,Tata Cliq,Refurbished,4500,12,2025,9981,3.8,72500
OnePlus,T8,T,12,64,Amazon,Good,4000,64,2022,3966,4.6,47275
Xiaomi,Redmi Note 12,Pro Max,4,512,Official Store,Like New,6000,200,2024,9981,4,24232
Vivo,V27,Lite,4,512,Offline Store,Good,4000,64,2023,8001,4.6,31311
Samsung,A35,X,12,128,Amazon,Refurbished,4000,48,2022,2490,4.5,27821
Vivo,V25,Pro,4,256,Offline Store,Good,4000,200,2023,4313,4.5,29424
Samsung,M14,Pro,12,64,Flipkart,Good,4000,64,2022,5136,4.9,17243
Vivo,V25,T,6,128,Reliance Digital,Used,5200,12,2023,8890,3.5,27691
Samsung,M14,Pro Max,12,128,Croma,Like New,5200,12,2022,1985,3.8,20949
Apple,i17,Lite,4,512,Tata Cliq,Refurbished,6000,64,2021,9315,4.6,147250
Samsung,M54,Neo,6,64,Offline Store,Used,4000,108,2023,3615,4.5,27295
Samsung,A75,Ultra,8,128,Amazon,Good,4000,12,2025,8004,4.2,67201
Xiaomi,Mi 13,Neo,6,64,Reliance Digital,Like New,5000,64,2025,3187,3.6,59608
Apple,i12,X,4,64,Croma,Used,4000,48,2021,3511,3.7,47000
Samsung,S25,Neo,6,512,Reliance Digital,Like New,4000,108,2021,6227,4.3,87278
Samsung,A35,Neo,8,256,Amazon,Used,4000,12,2025,1196,3.7,21505
Samsung,A75,FE,4,512,Tata Cliq,Used,5200,200,2023,7544,4.3,44500
Vivo,V27,X,12,512,Amazon,Like New,6000,48,2022,1294,4.5,34197
Samsung,Y30,Base,12,64,Reliance Digital,Refurbished,5000,64,2023,9238,5,14101
Samsung,F23,Plus,8,64,Tata Cliq,Good,4000,12,2023,5202,5,133000
Apple,i11,T,8,64,Offline Store,Used,4000,200,2022,5923,3.9,32500
Samsung,M34,Ultra,8,64,Tata Cliq,Refurbished,4000,200,2021,3382,4.9,23800
Vivo,V25,Pro,6,64,Amazon,Refurbished,5000,64,2024,3805,3.9,28750
Motorola,Edge 40,Lite,4,512,Amazon,Refurbished,5500,200,2022,9309,4.2,29423
Samsung,M14,FE,4,64,Croma,Refurbished,5500,200,2025,4154,3.6,14362
OnePlus,OnePlus 9,FE,8,128,Amazon,Refurbished,6000,200,2025,8015,3.7,41200
